Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,Academic Accelerator - Bachelor of Arts - Political Science: Urban Politics,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Political Science: Urban Politics,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Psychology: Applied Psychology,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Psychology: Applied Psychology,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Psychology: Applied Psychology,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Psychology: General Psychology,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Psychology: General Psychology,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Psychology: General Psychology,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Public Health,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Public Health,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Public Health,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Public Policy,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Public Policy,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Public Policy,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Science - Rehabilitation Sciences,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Science - Rehabilitation Sciences,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Science - Rehabilitation Sciences,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Russian,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Russian,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Russian,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Sociology,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Sociology,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Sociology,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Spanish,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Spanish,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Spanish,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Spanish Economics,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Spanish Economics,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Spanish Economics,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Science - Statistics,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Science - Statistics,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Science - Statistics,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Teaching of English,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Teaching of English,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Teaching of English,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Teaching of French,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Teaching of French,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Teaching of French,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Teaching of German,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Teaching of German,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Teaching of German,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Teaching of History,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Teaching of History,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Teaching of History,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Science - Teaching of Mathematics,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Science - Teaching of Mathematics,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Science - Teaching of Mathematics,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Teaching of Spanish,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Teaching of Spanish,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Teaching of Spanish,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Theater and Performance,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Theater and Performance,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Theater and Performance,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,"International Direct - Bachelor of Arts - Theater Design, Production and Technology","30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,"Academic Accelerator - Bachelor of Arts - Theater Design, Production and Technology","32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,"Extended Accelerator - Bachelor of Arts - Theater Design, Production and Technology","37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Urban Education,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Urban Education,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Urban Education,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,International Direct - Bachelor of Arts - Urban Studies,"30,900.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,863,,80,6.5
,Academic Accelerator - Bachelor of Arts - Urban Studies,"32,445.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,863,,68,5.5
,Extended Accelerator - Bachelor of Arts - Urban Studies,"37,595.00",0,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,863,,60,5
,Master of Architecture,"34,290.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Arts - Applied Economics,"27,468.00",0,"Start: Jul 2020, Jul 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Arts - Art History,"31,880.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,24,22,24,24,6.5,6.5,6.5,6.5,863,,95,7
,Master of Arts - Communication,"28,006.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,24,22,24,24,6.5,6.5,6.5,6.5,863,,95,7
,Master of Arts - Latin American and Latino Studies,"28,006.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Arts - Political Science,"28,006.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Accounting,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Business Analytics,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Economics,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Entrepreneurship,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Finance,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - International Business Administration,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Management,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Management Information Systems,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Marketing,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Operations and Supply Chain Management,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Real Estate,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Business Administration (MBA) - Self-Directed,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of City Design,"33,006.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Education - Early Childhood Education,"28,066.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Education - Instructional Leadership - Education Studies,"28,066.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Education - Instructional Leadership - Policy Studies,"28,066.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,"Master of Education - Language, Literacies and Learning","28,066.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,"Master of Education - Measurement, Evaluation, Statistics and Assessment","28,066.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Education - Science Education,"28,066.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Education - Special Education,"28,066.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Education - Youth Development,"28,066.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Energy Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Public Administration - Financial Management,"30,674.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Public Administration - Nonprofit Management,"30,674.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Public Administration - Public Management,"30,674.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Public Administration - Public Policy,"30,674.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Public Administration - Self-Directed MPA,"30,674.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Public Administration - Urban Governance and Management,"30,674.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Accounting,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Bioengineering,"32,506.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Bioinformatics,"32,506.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Business Analytics,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Chemical Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Civil Engineering - Construction Engineering and Management,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Civil Engineering - Environmental Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Civil Engineering - Geotechnical and Geoenvironmental Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Civil Engineering - Material Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Civil Engineering - Mechanics,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Civil Engineering - Structural Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Civil Engineering - Sustainable Infrastructure,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Civil Engineering - Transportation Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Civil Engineering - Water Resources Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Electrical and Computer Engineering - Computer Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Electrical and Computer Engineering - Electrical Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Finance,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Industrial Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Management Information Systems,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Marketing,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Materials Engineering - Construction Engineering and Management,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Materials Engineering - Environmental Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Materials Engineering - Geotechnical and Geoenvironmental Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Materials Engineering - Material Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Materials Engineering - Mechanics,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Materials Engineering - Structural Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Materials Engineering - Sustainable Infrastructure,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
