Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree
,Bachelor of Music - Theory and Composition - Theory - Cello,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Clarinet,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Doublebass,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Euphonium,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Flute,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Guitar,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Harp,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Horn,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Mezzosoprano,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Oboe,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Organ,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Percussion,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Piano,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Saxophone,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Soprano,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Tenor,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Trombone,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Trumpet,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Tuba,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Viola,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Music - Theory and Composition - Theory - Violin,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Arts - Transborder Chicana/o and Latina/o Studies - Transborder Community Development and Health,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Arts - Transborder Chicana/o and Latina/o Studies - US and Mexican Regional Immigration Policy and Economy,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Science in Planning - Urban Planning,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Bachelor of Arts - Women and Gender Studies,"Tuition: US$ 29,834.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Accountancy,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Accountancy - Data Analytics,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Actuarial Science,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Aerospace Engineering,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Aerodynamics and Flow Control,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - CAD/CAM/Design Computing,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Computational Modeling,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Energy/Environmental Systems,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Fluid Mechanics,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Heat Transfer,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Manufacturing Engineering,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Mechatronics/Robotics,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - NanoTechnology/MEMS,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Propulsion/Combustion,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Solid Mechanics,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Space Systems,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - Structures and Vibrations,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Aerospace Engineering - System Dynamics and Control,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - American Indian Studies - Indigenous Rights and Social Justice,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - American Indian Studies - Tribal Leadership and Governance,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Applied Behaviour Analysis,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Architecture - Advanced Standing,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Architecture,"Tuition: US$ 25,046.00",US$ 0.00,Start: May 2020May 2021,
,Master of Arts - Art - Art Education,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Arts - Art - Art History,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Digital Technology,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Ceramics,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Drawing and Painting,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Fibers,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Intermedia,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Metals,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Photography,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Printmaking,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Sculpture,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Art - Wood,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Asian Languages and Civilizations - Chinese,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Arts - Asian Languages and Civilizations - Japanese,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Astrophysics and Astronomy,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Auditory and Language Neuroscience,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biology - Biology and Society,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biology - Biology and Society - Animal Behaviour and Sociobiology,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biology - Biology and Society - Bioenergy,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biology - Biology and Society - Biogeochemistry,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Biology - Biology and Society - Ecology, Conservation and Environmental Sciences","Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biology - Biology and Society - Evolution and Biodiversity,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Biology - Biology and Society - Genetics, Cellular and Developmental Biology","Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biology - Biology and Society - History and Philosophy of Science,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biology - Biology and Society - Microbes,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biology - Biology and Society - Neurobiology and Physiology,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biomedical Engineering,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Biomedical Informatics - Bioinformatics,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biomedical Informatics - Clinical Informatics,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biomedical Informatics - Imaging Informatics,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biomedical Informatics - Mayo Partnership,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Biomedical Informatics - Population Health Informatics,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Built Environment - Energy Performance and Climate Responsive Architecture,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Chemical Engineering,"Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Civil, Environmental and Sustainable Engineering - Environmental","Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Civil, Environmental and Sustainable Engineering - Geotechnical/Geoenvironmental","Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Civil, Environmental and Sustainable Engineering - Hydrosystems Engineering","Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Civil, Environmental and Sustainable Engineering - Structures","Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Civil, Environmental and Sustainable Engineering - Sustainability Engineering","Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Civil, Environmental and Sustainable Engineering - Transportation","Tuition: US$ 25,046.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Communication Disorders,"Tuition: US$ 25,046.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Computer Engineering - Computer Systems - Autonomous Systems & Robotics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Engineering - Computer Systems - Communications and Networks,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Engineering - Computer Systems - Distributed, Dependable, Secure Systems","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Engineering - Computer Systems - Multimedia and Signal Processing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Engineering - Computer Systems - Architecture & Embedded Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Engineering - Electrical Engineering,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Biofeedback & Interaction and Feedback","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Biofeedback & Perception and Modeling","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Biofeedback and Sensing","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Education & Interaction and Feedback","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Education & Perception and Modeling","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Education & Sensing","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Interactive Arts & Interaction and Feedback","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Interactive Arts & Perception and Modeling","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Interactive Arts & Sensing","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Situated Communications & Interaction and Feedback","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Situated Communications & Perception and Modeling","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering - Situated Communications & Sensing","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Computer Science - Computer Science - Big Data Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Algorithms/Theoretical Computer Science,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Artificial Intelligence,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Big Data Systems - Arts, Media and Engineering","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Bioinformatics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Computer Aided Geometric Design,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Computer Architecture/VLSI Design,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Computer Graphics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Databases/Data Mining,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Distribution Systems and Middleware,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Embedded Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Modeling and Simulation,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Multi-media Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Networks,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Operating Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Security and Information Assurance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Big Data Systems - Software Engineering,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Computer Science - Computer Science - Cybersecurity,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Computer Science,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Algorithms/Theoretical Computer Science,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Computer Science - Arts, Media and Engineering","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Bioinformatics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Computer Aided Geometric Design,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Computer Architecture/VLSI Design,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Computer Graphics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Databases/Data Mining,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Distribution Systems and Middleware,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Embedded Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Modeling and Simulation,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Multi-media Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Networks,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Operating Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Security and Information Assurance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Computer Science - Software Engineering,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Construction Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Science - Construction Management - Facility Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Counseling,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Creative Writing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Fine Arts - Dance - Interdisciplinary Digital Media and Performance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science in Design - Industrial Design,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Jan 2021Aug 2021,
,Master of Arts - Digital Culture,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Arts - Educational Policy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Electrical Engineering - Arts, Media and Engineering","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science in Engineering - Electrical Engineering - Control Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science in Engineering - Electrical Engineering - Electric Power and Energy Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science in Engineering - Electrical Engineering - Electromagnetics and Microwave Circuits,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science in Engineering - Electrical Engineering - Electronic and Mixed-Signal Circuit Design,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science in Engineering - Electrical Engineering - Physical Electronics and Photonics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science in Engineering - Electrical Engineering - Signal Processing and Communications,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - English - Comparative Literature,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Arts - English - Literature,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Arts - English - Writing, Rhetorics, and Literacies","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Arts - English Education,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - French Linguistics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Arts - French Literature,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Advanced Study - Geographic Information Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Geography,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Science - Geological Sciences,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Arts - German,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Science - Global Sustainability Science,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Behavioural Change and Education,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Climate Change,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Ecosystem Services,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Energy and Material Use,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Food Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Institutions and Social Change,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - International Development,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Land Use Change,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Policy and Governance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Urban Processes and Planning,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Global Sustainability Science - Vulnerability, Adaptation, and Resilience","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Global Sustainability Science - Water,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
